data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8829664,48,BHR10255,10255,"11 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,Barbar,26.2294,50.4806,1,"14 February Revolution Youth Coalition; Duraz Mirror","Other-New media","On 11 February 2022, anti-regime protesters, including February 14 Youth Coalition, demonstrated in Barbar (Northern) in anticipation of February 14 that marks the 11th anniversary of the Bahrain uprising. [size=no report]",0,1644873439,BHR
8830029,48,BHR10258,10258,"11 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 11 February 2022, anti-regime protesters, including February 14 Youth Coalition, demonstrated in the western part of Manama city (Capital) demanding more political rights. The protest also took place in anticipation of February 14 that marks the 11th anniversary of the Bahrain uprising. The protesters also held signs expressing gratitude to Hezbollah leader Hasan Nasrallah for his support. [size=no report]",0,1644873439,BHR
8830031,48,BHR10256,10256,"11 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition",Other,"On 11 February 2022, anti-regime protesters, including February 14 Youth Coalition, demonstrated in Sanabis (Capital) demanding more political rights and expressing support of political prisoners. The protest also took place in anticipation of February 14 that marks the 11th anniversary of the Bahrain uprising. [size=no report]",0,1644873439,BHR
8830033,48,BHR10257,10257,"11 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"14 February Revolution Youth Coalition",Other,"On 11 February 2022, anti-regime protesters, including February 14 Youth Coalition, demonstrated in Sitrah (Capital) demanding more political rights and expressing support of political prisoners. The protest also took place in preparation for February 14 that marks the 11th anniversary of the Bahrain uprising. [size=no report]",0,1644873439,BHR
8830035,48,BHR10264,10264,"11 February 2022",2022,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Bu Quwa",26.2047,50.52,2,"14 February Revolution Youth Coalition",Other,"On 11 February 2022, anti-regime demonstrators, including February 14 Youth Coalition, confronted (presumably physically) pro-regime forces (coded as Bahrain police) in 'February 14 Street' near Bu Quwa (Northern) demanding political rights and 'the right of self-determination'. [size=no report]",0,1644873439,BHR
8829663,48,BHR10254,10254,"10 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"14 February Revolution Youth Coalition; LuaLua TV; Duraz Mirror","Other-New media","On 10 February 2022, anti-regime protesters, including February 14 Youth Coalition, demonstrated in Sitrah (Capital) in anticipation of February 14 that marks the 11th anniversary of the Bahrain uprising. The protesters also held signs expressing gratitude to Hezbollah leader Hasan Nasrallah for his support. [size=no report]",0,1644873439,BHR
8829666,48,BHR10260,10260,"09 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"LuaLua TV; 14 February Revolution Youth Coalition",Other-National,"On 9 February 2022, anti-regime protesters, including February 14 Youth Coalition, demonstrated in the southern part of Manama (Capital) in anticipation of February 14 that marks the 11th anniversary of the Bahrain uprising. The protesters also expressed support for political leader Sheikh Isa Qassim, whose nationality has been stripped by the Bahraini authorities in 2016 due to his role in the opposition and now resides in Iran. [size=no report]",0,1644873439,BHR
8830030,48,BHR10261,10261,"09 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition",Other,"On 9 February 2022, anti-regime protesters, including February 14 Youth Coalition, demonstrated in the western part of Manama (Capital) demanding justice for all citizens that were killed in anti-regime demonstrations. [size=no report]",0,1644873439,BHR
8830032,48,BHR10262,10262,"09 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition",Other,"On 9 February 2022, protesters, including February 14 Youth Coalition, demonstrated in Sanabis (Capital) demanding the release of political prisoners. The protest also took place in anticipation of February 14 that marks the 11th anniversary of the Bahrain uprising. [size=no report]",0,1644873439,BHR
8830034,48,BHR10265,10265,"09 February 2022",2022,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Bani Jamrah",26.2097,50.4597,2,"14 February Revolution Youth Coalition",Other,"On 9 February 2022, anti-regime demonstrators, including February 14 Youth Coalition, threw Molotov cocktails at a police car in front of Al Khalil Mosque on the Janabiyah Highway (between Bani Jamrah and Budaiya) (Northern) demanding justice for all citizens that were killed in anti-regime demonstrations. [size=no report]",0,1644873439,BHR
8829665,48,BHR10259,10259,"07 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition; Bahrain Alyoum; AhlulBayt News Agency",Other-National,"On 7 February 2022, protesters, including February 14 Youth Coalition, protested in Sanabis (Capital) demanding the release of political prisoners. The protesters also denounced the Bahraini government's decision to normalize relations with Israel and condemned the actions of Saudi Arabia and its allies in Yemen. [size=no report]",0,1644873439,BHR
8829667,48,BHR10263,10263,"06 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"AhlulBayt News Agency; Bahrain Alyoum",National-Regional,"On 6 February 2022, protesters demonstrated in Manama (Capital) against the visit of Israeli Defense Minister Benny Gantz to the city and against the Bahraini government's decision to normalize relations with Israel. [size=no report]",0,1644873439,BHR
8819440,48,BHR10252,10252,"04 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"14 February Revolution Youth Coalition; LuaLua TV; Manama Post",Other-National,"On 4 February 2022, protesters, including February 14 Youth Coalition, demonstrated in Manama (Capital) against the visit of Israeli Defense Minister Benny Gantz to the city and against the Bahraini government's decision to normalize relations with Israel. The protesters stepped on the Israeli flag. [size=no report]",0,1644270497,BHR
8819668,48,BHR10251,10251,"03 February 2022",2022,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition",Other,"On 3 February 2022, demonstrators, including February 14 Youth Coalition, blocked traffic by starting fires in public roads in Sanabis (Capital) demanding the release of political prisoners and expressing support for Ahmad Jaafar, a political prisoner who was recently extradited by the Serbian government and handed over to the Bahraini authorities. Jaafar is a political dissident that has been given to 3 life sentences and tortured by the Bahraini authorities according to several reports. [size=no report]",0,1644270498,BHR
8806982,48,BHR10247,10247,"22 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition",Other,"On 22 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Sanabis (Capital) in support of Abduljalil as Sinkis, a political prisoner who is carrying out a hunger strike in prison. The protesters demanded the release of all political prisoners. [size=no report]",0,1643668928,BHR
8819765,48,BHR10246,10246,"22 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"Al Wafa; Unews Press Agency; ADHRB; AhlulBayt News Agency; Bahrain Alyoum; 14 February Revolution Youth Coalition; LuaLua TV",Other-National,"On 22 January 2022, protesters, including February 14 Youth Coalition, demonstrated west of Manama (Capital) condemning the actions of the 'Saudi-Emirati coalition' in Yemen and in support of the Yemeni people during the ongoing conflict. [size=no report]",0,1644271364,BHR
8806983,48,BHR10244,10244,"21 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 21 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Abu Saybi and Ash Shakhurah (Northern) demanding the release of political prisoners. [size=no report]",0,1643668928,BHR
8806984,48,BHR10245,10245,"21 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 21 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Abu Saybi and Ash Shakhurah (Northern) demanding the release of political prisoners. [size=no report]",0,1643668928,BHR
8806990,48,BHR10243,10243,"19 January 2022",2022,1,"Violence against civilians",Attack,"Police Forces of Bahrain (1999-) Prison Guards",,1,"Civilians (Bahrain)","Prisoners (Bahrain); Muslim Group (Bahrain)",7,17,"Middle East",Bahrain,Muharraq,,,"Dry Dock Prison",26.2226,50.6573,1,ADHRB,National,"On 19 January 2022, prison guards beat a prisoner in Dry Dock Prison (Muharraq, Bahrain) for asking for permission to pray. The prisoner was taking to an external clinic to receive treatment.",0,1643668928,BHR
8795179,48,BHR10238,10238,"15 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition; LuaLua TV",Other-National,"On 15 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Sanabis (Capital) demanding justice for all citizens that were killed in anti-regime demonstrations. [size=no report]",0,1643061508,BHR
8795398,48,BHR10237,10237,"15 January 2022",2022,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"14 February Revolution Youth Coalition",Other,"On 15 January 2022, demonstrators, including February 14 Youth Coalition, started fires in Al Maamir (Capital) in memory of Sami Mushayma, Abbas as Samii, and Ali as Sinkis who were executed by the regime back in 2017 for the killing of 3 policemen in an explosion. The rioters demonstrators demanded justice for all citizens that were killed in anti-regime demonstrations. [size=no report]",0,1643061509,BHR
8795399,48,BHR10239,10239,"15 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Muharraq,,,"Al Dair",26.2842,50.6236,1,"14 February Revolution Youth Coalition",Other,"On 15 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Shahrakkan (Northern) and Al Dair (Muharraq) in memory of Sami Mushayma, Abbas as Samii, and Ali as Sinkis who were executed by the regime back in 2017 for the killing of 3 policemen in an explosion. The protesters also demanded justice for all citizens that were killed in anti-regime demonstrations. [size=no report]",0,1643061509,BHR
8795400,48,BHR10240,10240,"15 January 2022",2022,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 15 January 2022, demonstrators, including February 14 Youth Coalition, blocked roads by burning tires in Abu Saybi and Ash Shakhurah (Northern) in memory of Sami Mushayma, Abbas as Samii, and Ali as Sinkis who were executed by the regime back in 2017 for the killing of 3 policemen in an explosion. The demonstrators also demanded justice for all citizens that were killed in anti-regime demonstrations. [size=no report]",0,1643061509,BHR
8795401,48,BHR10241,10241,"15 January 2022",2022,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 15 January 2022, demonstrators, including February 14 Youth Coalition, blocked roads by burning tires in Abu Saybi and Ash Shakhurah (Northern) in memory of Sami Mushayma, Abbas as Samii, and Ali as Sinkis who were executed by the regime back in 2017 for the killing of 3 policemen in an explosion. The demonstrators also demanded justice for all citizens that were killed in anti-regime demonstrations. [size=no report]",0,1643061509,BHR
8795402,48,BHR10242,10242,"15 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,Shahrakkan,26.0753,50.5014,1,"14 February Revolution Youth Coalition",Other,"On 15 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Shahrakkan (Northern) and Al Dair (Muharraq) in memory of Sami Mushayma, Abbas as Samii, and Ali as Sinkis who were executed by the regime back in 2017 for the killing of 3 policemen in an explosion. The protesters also demanded justice for all citizens that were killed in anti-regime demonstrations. [size=no report]",0,1643061509,BHR
8787499,48,BHR10234,10234,"14 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition",Other,"On 14 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Sanabis (Capital) in memory of Sami Mushayma, Abbas as Samii, and Ali as Sinkis who were executed by the regime back in 2017 for the killing of 3 policemen in an explosion. [size=no report]",0,1642453008,BHR
8787500,48,BHR10235,10235,"14 January 2022",2022,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 14 January 2022, rioters, including 14 February Revolution Youth Coalition, demonstrated in Abu Saybi and Ash Shakhurah (Northern) by starting fires and blocking roads in memory of Sami Mushayma, Abbas as Samii, and Ali as Sinkis who were executed by the regime back in 2017 for the killing of 3 policemen in an explosion. [size=no report]",0,1642453008,BHR
8787501,48,BHR10236,10236,"14 January 2022",2022,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,,,0,50,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"14 February Revolution Youth Coalition",Other,"On 14 January 2022, rioters, including 14 February Revolution Youth Coalition, demonstrated in Abu Saybi and Ash Shakhurah (Northern) by starting fires and blocking roads in memory of Sami Mushayma, Abbas as Samii, and Ali as Sinkis who were executed by the regime back in 2017 for the killing of 3 policemen in an explosion. [size=no report]",0,1642453008,BHR
8787514,48,BHR10233,10233,"13 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Southern,,,"Dar Kulaib",26.0686,50.5039,1,"Press TV",Regional,"On 13 January 2022, protesters demonstrated in Dar Kulaib (Southern) for the third consecutive day against a Saudi court ruling that gave two Bahrainis the death sentence. Two days prior, a Saudi appeal court upheld the death sentence to Jaafar Sultan and Sadeq Thamer, two Bahrainis who were arrested in 2015 for carrying out acts of sabotage that targeted the bridge connecting Saudi Arabia to Bahraini. [size=no report]",0,1642453008,BHR
8787498,48,BHR10227,10227,"12 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Muqsha",26.2197,50.5231,1,"14 February Revolution Youth Coalition",Other,"On 12 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Al Muqsha (Capital) in support of Jaafar Sultan and Sadeq Thamer, two Bahrainis facing a death sentence in Saudi Arabia. [size=no report]",0,1642453008,BHR
8787513,48,BHR10232,10232,"12 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Southern,,,"Dar Kulaib",26.0686,50.5039,1,"Press TV",Regional,"On 12 January 2022, protesters demonstrated in Dar Kulaib (Southern) for the second consecutive day against a Saudi court ruling that gave two Bahrainis the death sentence. The day before, a Saudi appeal court upheld the death sentence to Jaafar Sultan and Sadeq Thamer, two Bahrainis who were arrested in 2015 for carrying out acts of sabotage that targeted the bridge connecting Saudi Arabia to Bahrain. [size=no report]",0,1642453008,BHR
8787275,48,BHR10229,10229,"11 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition; Press TV",Other-Regional,"On 11 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Sanabis (Capital) against a Saudi court ruling that gave two Bahrainis the death sentence. Earlier that day, a Saudi appeal court upheld the death sentence to Jaafar Sultan and Sadeq Thamer two Bahrainis who were arrested in 2015 for carrying out acts of sabotage that targeted the bridge connecting Saudi Arabia to Bahrain. [size=no report]",0,1642453008,BHR
8819764,48,BHR10230,10230,"11 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Southern,,,"Dar Kulaib",26.0686,50.5039,1,"ADHRB; Dar Kulaib Demonstrations; AhlulBayt News Agency; LuaLua TV; Bahrain Alyoum; Press TV; 14 February Revolution Youth Coalition",Other-National,"On 11 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Dar Kulaib (Southern) against a Saudi court ruling that gave two Bahrainis the death sentence. Earlier that day, a Saudi appeal court upheld the death sentence to Jaafar Sultan and Sadeq Thamer, two Bahrainis who were arrested in 2015 for carrying out acts of sabotage that targeted the bridge connecting Saudi Arabia to Bahrain. [size=no report]",0,1644271364,BHR
8819763,48,BHR10228,10228,"10 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"Bahrain Alyoum; 14 February Revolution Youth Coalition",Other-National,"On 10 January 2022, protesters, including February 14 Youth Coalition, demonstrated in Sanabis (Capital) in support of Abduljalil as Sinkis, a political prisoner who is carrying out a hunger strike in prison. The protesters also demanded the release of all political prisoners. [size=no report]",0,1644271364,BHR
8749590,48,BHR10225,10225,"07 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,2,"LuaLua TV",National,"On 7 January 2022, protesters demonstrated west of Manama (Capital) in support of Sheikh Isa Qassim, whose nationality has been stripped by the Bahraini authorities in 2016 due to his role in the opposition and now resides in Iran. The protesters also demanded the release of political prisoners. [size=no report]",0,1641867731,BHR
8749779,48,BHR10226,10226,"07 January 2022",2022,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"LuaLua TV",National,"On 7 January 2022, protesters demonstrated in Abu Saybi (Northern) demanding the release of political prisoners. [size=no report]",0,1641867732,BHR
8703965,48,BHR10224,10224,"01 January 2022",2022,1,Protests,"Protest with intervention","Protesters (Bahrain)","February 14 Youth Coalition",6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"14 February Revolution Youth Coalition",Other,"On 1 January 2022, protesters, including February 14 Youth Coalition, staged a large march in Sitrah (Capital) demanding the release of political prisoners. Police forces intervened to disperse the protesters using tear gas. The protest was part of the yearly 'we are coming, Sitrah' demonstration that has been taking place in the first day of the year since 2016. [size=large]",0,1641858465,BHR
8703958,48,BHR10221,10221,"27 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"14 February Revolution Youth Coalition",Other,"On 27 December 2021, protesters, including February 14 Youth Coalition, demonstrated in Al Budayi street near Sanabis (coded to Jidd Hafs) (Capital) demanding the release of political prisoners. [size=no report]",0,1641858465,BHR
8703969,48,BHR10223,10223,"27 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition; Women (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,Demistan,26.1264,50.4811,1,"14 February Revolution Youth Coalition",Other,"On 27 December 2021, female protesters, including February 14 Youth Coalition, demonstrated in Demistan (Northern) demanding the release of political prisoners. [size=no report]",0,1641858465,BHR
8749591,48,BHR10222,10222,"27 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Manama,26.2279,50.5857,1,"LuaLua TV",National,"On 27 December 2021, protesters staged a large demonstration in Manama (Capital) in support of Sheikh Ali Salman on the 7th anniversary of his arrest. Ali Salman was the Secretary-General of Al Wefaq opposition party arrested in December 2014 and given a life sentence in 2019. [size=large]",0,1641867731,BHR
8819762,48,BHR10219,10219,"27 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"LuaLua TV; Bahrain Mirror; 14 February Revolution Youth Coalition",Other-National,"On 27 December 2021, protesters, including February 14 Youth Coalition, held a large demonstration in Bilad al Qadim (Capital) in support of Sheikh Ali Salman on the 7th anniversary of his arrest. Ali Salman was the Secretary-General of Al Wefaq opposition party arrested in December 2014 and given a life sentence in 2019. [size=large]",0,1644271364,BHR
8703957,48,BHR10214,10214,"18 December 2021",2021,2,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"14 February Revolution Youth Coalition",Other,"Around 18 December 2021 (between 17 - 18 December), rioters, including February 14 Youth Coalition, demonstrated in Al Akr (Capital) in commemoration of Martyr's Day and demanding justice for all citizens that were killed in anti-regime demonstrations. Demonstrators threw rocks and Molotov cocktails at police forces. [size=no report]",0,1641858465,BHR
8703960,48,BHR10218,10218,"18 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition; Women (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,Demistan,26.1264,50.4811,1,"14 February Revolution Youth Coalition",Other,"On 18 December 2021, female protesters, including February 14 Youth Coalition, demonstrated in Demistan (Northern) demanding the release of political prisoners. [size=no report]",0,1641858465,BHR
8703963,48,BHR10215,10215,"18 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition",Other,"On 18 December 2021, protesters, including February 14 Youth Coalition, demonstrated in Sanabis (Capital) demanding the release of political prisoners. [size=no report]",0,1641858465,BHR
8703967,48,BHR10217,10217,"18 December 2021",2021,2,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Markh",26.2103,50.4733,1,"14 February Revolution Youth Coalition",Other,"Around 18 December 2021 (between 17 - 18 December), protesters, including February 14 Youth Coalition, demonstrated in Al Markh (Northern) in commemoration of Martyr's Day and demanding justice for all protesters that were killed in anti-regime demonstrations. [size=no report]",0,1641858465,BHR
8749653,48,BHR10216,10216,"18 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)",,6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"LuaLua TV",National,"On 18 December 2021, anti-regime protesters demonstrated in Sanabis (Capital) demanding political rights and expressing support for political leader Sheikh Isa Qassim, whose nationality has been stripped by the Bahraini authorities in 2016 due to his role in the opposition and now resides in Iran. [size=no report]",0,1641867731,BHR
8703962,48,BHR10210,10210,"17 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,Sanabis,26.2272,50.5508,1,"14 February Revolution Youth Coalition",Other,"On 17 December 2021, protesters, including February 14 Youth Coalition, demonstrated in Sanabis (Capital) in commemoration of Martyr's Day and demanding justice for all protesters that were killed in anti-regime demonstrations. [size=no report]",0,1641858465,BHR
8703966,48,BHR10212,10212,"17 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Capital,,,"Southern Sehla",26.2019,50.5368,1,"14 February Revolution Youth Coalition",Other,"On 17 December 2021, protesters, including February 14 Youth Coalition, demonstrated in Southern Sehla (Capital) in commemoration of Martyr's Day and demanding justice for all protesters that were killed in anti-regime demonstrations. [size=no report]",0,1641858465,BHR
8775795,48,BHR10211,10211,"17 December 2021",2021,1,Protests,"Protest with intervention","Protesters (Bahrain)","February 14 Youth Coalition",6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"LuaLua TV; 14 February Revolution Youth Coalition",Other-International,"On 17 December 2021, anti-regime protesters, including February 14 Youth Coalition, demonstrated in Sitrah (Capital) in commemoration of Martyr's Day. Bahraini police fired tear gas to disperse the protesters. [size=no report]",0,1642167838,BHR
8819761,48,BHR10213,10213,"17 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"Bahrain Mirror; 14 February Revolution Youth Coalition",Other-National,"On 17 December 2021, protesters, including February 14 Youth Coalition, demonstrated in Samahij (Muharraq) in commemoration of Martyr's Day expressing support for political opposition leaders and demanding justice for all citizens that were killed in violent demonstrations. [size=no report]",0,1644271364,BHR
8819759,48,BHR10208,10208,"16 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"ADHRB; Bahrain Mirror; 14 February Revolution Youth Coalition",Other-National,"On 16 December 2021, protesters, including February 14 Youth Coalition, marched in Ash Shakhurah and Abu Saybi (Northern) in commemoration of the 1990s uprising martyrs Hani al Wasti and Hani Khamis. The protesters also expressed their refusal of the Lebanese Interior Minister's decision to deport non-Lebanese members of Al Wefaq party out of Lebanon. [size=no report]",0,1644271364,BHR
8819760,48,BHR10209,10209,"16 December 2021",2021,1,Protests,"Peaceful protest","Protesters (Bahrain)","February 14 Youth Coalition",6,,,0,60,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"14 February Revolution Youth Coalition; Bahrain Mirror; ADHRB",Other-National,"On 16 December 2021, protesters, including February 14 Youth Coalition, marched in Ash Shakhurah and Abu Saybi (Northern) in commemoration of the 1990s uprising martyrs Hani al Wasti and Hani Khamis. The protesters also expressed their refusal of the Lebanese Interior Minister's decision to deport non-Lebanese members of Al Wefaq party out of Lebanon. [size=no report]",0,1644271364,BHR
